#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         725     2.39504     1.10797   0.0803056
         726     2.39076     1.10974   0.0802144
         727     2.38557     1.11149   0.0801233
         728     2.38046     1.11323   0.0800322
         729     2.37518     1.11496   0.0799411
         730     2.37023     1.11668   0.0798501
         731     2.36417     1.11839   0.0797591
         732     2.35797     1.12008   0.0796681
         733     2.35165     1.12176   0.0795771
         734      2.3452     1.12343   0.0794862
         735      2.3384     1.12508   0.0793952
         736     2.33198     1.12672   0.0793043
         737     2.32546     1.12835   0.0792134
         738     2.31934     1.12996   0.0791225
         739     2.31267     1.13156   0.0790316
         740     2.30688     1.13315   0.0789407
         741     2.29983     1.13473   0.0788499
         742     2.29321     1.13629   0.0787591
         743     2.28607     1.13784   0.0786683
         744     2.27962     1.13937   0.0785775
         745     2.27265     1.14089   0.0784868
         746     2.26519      1.1424    0.078396
         747     2.25844     1.14389   0.0783053
         748     2.25192     1.14537   0.0782146
         749     2.24565     1.14684    0.078124
         750     2.23794      1.1483   0.0780334
         751     2.23097     1.14974   0.0779428
         752     2.22451     1.15117   0.0778523
         753      2.2176     1.15259   0.0777617
         754     2.21096     1.15399   0.0776713
         755     2.20413     1.15538   0.0775809
         756     2.19807     1.15676   0.0774905
         757      2.1911     1.15813   0.0774002
         758     2.18467     1.15948   0.0773099
         759     2.17782     1.16082   0.0772197
         760     2.17129     1.16215   0.0771295
         761     2.16459     1.16347   0.0770394
         762     2.15773     1.16477   0.0769494
         763     2.15143     1.16607   0.0768594
         764     2.14522     1.16735   0.0767695
         765      2.1391     1.16862   0.0766796
         766     2.13356     1.16988   0.0765899
         767     2.12787     1.17113   0.0765002
         768     2.12181     1.17236   0.0764106
         769     2.11634     1.17359   0.0763211
         770     2.11049     1.17481   0.0762317
         771     2.10524     1.17602   0.0761424
         772     2.10035     1.17721   0.0760531
         773     2.09509      1.1784    0.075964
         774     2.08996     1.17958    0.075875
         775     2.08519     1.18075   0.0757861
         776     2.07983     1.18191   0.0756973
         777     2.07533     1.18306   0.0756086
         778     2.07144      1.1842     0.07552
         779     2.06721     1.18533   0.0754316
         780     2.06313     1.18646   0.0753433
         781     2.05871     1.18757   0.0752551
         782      2.0542     1.18868    0.075167
         783     2.05032     1.18978   0.0750791
         784     2.04636     1.19087   0.0749913
         785     2.04257     1.19196   0.0749036
         786     2.03918     1.19304    0.074816
         787     2.03596     1.19411   0.0747286
         788     2.03267     1.19517   0.0746414
         789     2.02908     1.19623   0.0745543
         790     2.02663     1.19728   0.0744673
         791     2.02388     1.19832   0.0743805
         792     2.02157     1.19936   0.0742938
         793     2.01945      1.2004   0.0742074
         794     2.01704     1.20143    0.074121
         795     2.01531     1.20245   0.0740349
         796     2.01451     1.20347   0.0739489
         797     2.01296     1.20449   0.0738631
         798     2.01209      1.2055   0.0737774
         799     2.01192     1.20651    0.073692
         800     2.01124     1.20751   0.0736068
         801     2.01078     1.20852   0.0735217
         802     2.01006     1.20952   0.0734368
         803     2.01004     1.21051   0.0733521
         804     2.01025     1.21151   0.0732676
         805     2.01067      1.2125   0.0731833
         806     2.01156     1.21349   0.0730993
         807     2.01243     1.21448   0.0730154
         808     2.01376     1.21547   0.0729317
         809     2.01507     1.21646   0.0728483
         810     2.01635     1.21745    0.072765
         811      2.0176     1.21843    0.072682
         812      2.0193     1.21942   0.0725992
         813     2.02072     1.22041   0.0725166
         814      2.0233     1.22139   0.0724342
         815     2.02606     1.22238    0.072352
         816     2.02877     1.22337   0.0722701
         817      2.0319     1.22436   0.0721884
         818     2.03519     1.22535    0.072107
         819     2.03815     1.22634   0.0720258
         820     2.04149     1.22733   0.0719448
         821     2.04497     1.22833   0.0718641
         822     2.04857     1.22933   0.0717836
         823     2.05203     1.23033   0.0717033
         824     2.05607     1.23133   0.0716233
         825     2.06018     1.23234   0.0715435
         826     2.06412     1.23334    0.071464
         827     2.06811     1.23435   0.0713847
         828     2.07212     1.23536   0.0713057
         829     2.07592     1.23638   0.0712269
         830     2.08044     1.23739   0.0711483
         831     2.08374     1.23841     0.07107
         832     2.08773     1.23943   0.0709919
         833     2.09168     1.24046    0.070914
         834     2.09532     1.24148   0.0708364
         835      2.0989     1.24251    0.070759
         836     2.10262     1.24354   0.0706819
         837     2.10601     1.24457   0.0706049
         838     2.10904      1.2456   0.0705282
         839     2.11218     1.24663   0.0704517
         840     2.11543     1.24767   0.0703754
         841     2.11805      1.2487   0.0702993
         842     2.12125     1.24974   0.0702235
         843      2.1238     1.25077   0.0701478
         844     2.12619     1.25181   0.0700724
         845     2.12866     1.25285   0.0699972
         846     2.13071     1.25389   0.0699221
         847     2.13259     1.25492   0.0698473
         848     2.13454     1.25596   0.0697726
         849     2.13657       1.257   0.0696981
         850     2.13867     1.25804   0.0696238
         851     2.14012     1.25907   0.0695497
         852     2.14095     1.26011   0.0694758
         853      2.1421     1.26114    0.069402
         854     2.14312     1.26217   0.0693285
         855     2.14401     1.26321   0.0692551
         856     2.14477     1.26424   0.0691818
         857     2.14543     1.26526   0.0691087
         858     2.14575     1.26629   0.0690358
         859     2.14647     1.26731    0.068963
         860     2.14688     1.26834   0.0688904
         861     2.14722     1.26936    0.068818
         862     2.14728     1.27038   0.0687457
         863     2.14755     1.27139   0.0686735
         864      2.1478     1.27241   0.0686015
         865     2.14804     1.27342   0.0685297
         866     2.14805     1.27443    0.068458
         867     2.14783     1.27544   0.0683865
         868     2.14861     1.27644   0.0683151
         869     2.14895     1.27745   0.0682438
         870      2.1491     1.27845   0.0681727
         871     2.14931     1.27945   0.0681018
         872     2.14984     1.28045    0.068031
         873     2.15068     1.28144   0.0679604
         874     2.15137     1.28244   0.0678899
         875     2.15168     1.28343   0.0678196
         876     2.15256     1.28442   0.0677494
         877     2.15331     1.28542   0.0676794
         878     2.15442     1.28641   0.0676096
         879     2.15515     1.28739   0.0675399
         880     2.15672     1.28838   0.0674704
         881      2.1584     1.28937    0.067401
         882     2.16068     1.29036   0.0673318
         883      2.1626     1.29134   0.0672628
         884     2.16391     1.29233    0.067194
         885     2.16606     1.29332   0.0671253
         886     2.16807     1.29431   0.0670568
         887      2.1702     1.29529   0.0669885
         888     2.17243     1.29628   0.0669203
         889     2.17453     1.29727   0.0668523
         890     2.17696     1.29826   0.0667845
         891     2.17972     1.29925   0.0667169
         892     2.18233     1.30024   0.0666495
         893     2.18501     1.30123   0.0665822
         894     2.18802     1.30222   0.0665151
         895     2.19133     1.30321   0.0664482
         896     2.19471     1.30421   0.0663815
         897     2.19765      1.3052   0.0663149
         898     2.20041      1.3062   0.0662486
         899     2.20369      1.3072   0.0661824
         900       2.207      1.3082   0.0661164
         901     2.21082      1.3092   0.0660506
         902     2.21395      1.3102    0.065985
         903     2.21733     1.31121   0.0659196
         904     2.22096     1.31222   0.0658544
         905     2.22459     1.31322   0.0657893
         906     2.22773     1.31423   0.0657244
         907     2.23039     1.31524   0.0656597
         908       2.234     1.31625   0.0655952
         909      2.2371     1.31727   0.0655309
         910     2.24043     1.31828   0.0654667
         911     2.24373      1.3193   0.0654027
         912     2.24651     1.32031   0.0653389
         913     2.24974     1.32133   0.0652753
         914     2.25269     1.32235   0.0652118
         915     2.25559     1.32337   0.0651485
         916     2.25845     1.32439   0.0650854
         917     2.26126     1.32541   0.0650225
         918     2.26426     1.32644   0.0649597
         919     2.26792     1.32746   0.0648971
